"Date","Price","Open","High","Low","Change %"
"Aug 07, 2019","119.02","119.23","119.32","118.42","-0.21%"
"Aug 06, 2019","119.27","118.69","119.89","118.36","0.49%"
"Aug 05, 2019","118.69","118.39","118.94","117.67","0.23%"
"Aug 02, 2019","118.42","118.98","119.16","118.25","-0.48%"
"Aug 01, 2019","118.99","120.46","120.74","118.92","-1.22%"
"Jul 31, 2019","120.46","121.15","121.22","120.34","-0.57%"
"Jul 30, 2019","121.15","121.23","121.41","120.87","-0.07%"
"Jul 29, 2019","121.23","120.94","121.33","120.72","0.26%"
"Jul 26, 2019","120.92","121.11","121.22","120.78","-0.14%"
"Jul 25, 2019","121.09","120.52","121.39","120.03","0.47%"
"Jul 24, 2019","120.52","120.69","120.73","120.19","-0.17%"
"Jul 23, 2019","120.72","120.92","121.11","120.48","-0.17%"
"Jul 22, 2019","120.93","120.81","121.20","120.79","0.04%"
"Jul 19, 2019","120.88","121.00","121.31","120.80","-0.10%"
"Jul 18, 2019","121.00","121.17","121.25","120.78","-0.13%"
"Jul 17, 2019","121.16","121.31","121.50","121.14","-0.15%"
"Jul 16, 2019","121.34","121.50","121.72","121.09","-0.12%"
"Jul 15, 2019","121.49","121.58","121.86","121.41","-0.11%"
"Jul 12, 2019","121.62","122.11","122.26","121.49","-0.39%"
"Jul 11, 2019","122.10","122.04","122.16","121.61","0.06%"
"Jul 10, 2019","122.03","122.00","122.33","121.95","0.02%"
"Jul 09, 2019","122.00","121.94","122.14","121.83","0.07%"
"Jul 08, 2019","121.92","121.72","121.98","121.52","0.14%"
"Jul 05, 2019","121.75","121.66","122.06","121.61","0.07%"
"Jul 04, 2019","121.67","121.61","121.75","121.53","0.05%"
"Jul 03, 2019","121.61","121.74","121.85","121.30","-0.12%"
"Jul 02, 2019","121.76","122.39","122.55","121.73","-0.51%"
"Jul 01, 2019","122.39","122.70","123.36","122.34","-0.24%"
"Jun 28, 2019","122.68","122.55","122.80","122.28","0.10%"
"Jun 27, 2019","122.56","122.52","122.90","122.39","0.01%"
"Jun 26, 2019","122.55","121.83","122.66","121.77","0.59%"
"Jun 25, 2019","121.83","122.31","122.50","121.64","-0.39%"
"Jun 24, 2019","122.31","122.00","122.42","121.97","0.25%"
"Jun 21, 2019","122.00","121.17","122.14","120.94","0.68%"
"Jun 20, 2019","121.18","121.36","121.95","121.09","-0.15%"
"Jun 19, 2019","121.36","121.38","121.71","121.16","-0.02%"
"Jun 18, 2019","121.39","121.80","121.89","121.06","-0.32%"
"Jun 17, 2019","121.78","121.75","122.17","121.47","0.07%"
"Jun 14, 2019","121.69","122.28","122.35","121.59","-0.43%"
"Jun 13, 2019","122.22","122.50","122.58","122.14","-0.23%"
"Jun 12, 2019","122.50","122.92","123.08","122.42","-0.38%"
"Jun 11, 2019","122.97","122.68","123.19","122.63","0.22%"
"Jun 10, 2019","122.70","122.53","123.04","122.44","0.07%"
"Jun 07, 2019","122.62","122.25","122.75","122.10","0.30%"
"Jun 06, 2019","122.25","121.80","122.42","121.29","0.44%"
"Jun 05, 2019","121.71","121.69","122.29","121.55","0.02%"
"Jun 04, 2019","121.69","121.47","121.78","121.28","0.17%"
"Jun 03, 2019","121.48","121.19","121.67","120.77","0.32%"
"May 31, 2019","121.09","122.05","122.13","120.92","-0.75%"
"May 30, 2019","122.00","121.98","122.30","121.89","0.01%"
"May 29, 2019","121.99","122.08","122.23","121.57","-0.07%"
"May 28, 2019","122.07","122.63","122.72","122.00","-0.46%"
"May 27, 2019","122.64","122.41","122.85","122.33","0.14%"
"May 24, 2019","122.47","122.56","122.86","122.42","-0.07%"
"May 23, 2019","122.55","123.05","123.13","122.13","-0.43%"
"May 22, 2019","123.08","123.39","123.53","122.95","-0.20%"
"May 21, 2019","123.33","122.97","123.78","122.67","0.32%"
"May 20, 2019","122.94","122.59","123.22","122.53","0.08%"
"May 17, 2019","122.84","122.75","122.98","122.25","0.07%"
"May 16, 2019","122.75","122.77","123.00","122.54","-0.02%"
"May 15, 2019","122.77","122.89","123.11","122.08","-0.10%"
"May 14, 2019","122.89","122.72","123.42","122.58","0.16%"
"May 13, 2019","122.69","123.39","123.50","122.52","-0.68%"
"May 10, 2019","123.53","123.09","123.64","123.03","0.32%"
"May 09, 2019","123.14","123.25","123.34","122.48","-0.06%"
"May 08, 2019","123.22","123.36","123.52","123.08","-0.14%"
"May 07, 2019","123.39","124.05","124.27","123.09","-0.54%"
"May 06, 2019","124.06","123.87","124.35","123.37","-0.32%"
"May 03, 2019","124.46","124.65","124.73","124.26","-0.16%"
"May 02, 2019","124.66","124.78","125.14","124.53","-0.04%"
"May 01, 2019","124.71","125.01","125.21","124.66","-0.21%"
"Apr 30, 2019","124.97","124.88","125.06","124.39","0.06%"
"Apr 29, 2019","124.89","124.44","125.08","124.32","0.38%"
"Apr 26, 2019","124.42","124.26","124.65","123.98","0.12%"
"Apr 25, 2019","124.27","125.20","125.23","124.12","-0.69%"
"Apr 24, 2019","125.13","125.60","125.68","124.80","-0.38%"
"Apr 23, 2019","125.61","126.05","126.11","125.28","-0.33%"
"Apr 22, 2019","126.03","125.88","126.12","125.75","0.11%"
"Apr 19, 2019","125.89","125.86","125.97","125.70","0.10%"
"Apr 18, 2019","125.76","126.60","126.71","125.67","-0.66%"
"Apr 17, 2019","126.59","126.36","126.89","126.31","0.19%"
"Apr 16, 2019","126.35","126.66","126.77","126.19","-0.28%"
"Apr 15, 2019","126.70","126.58","126.81","126.47","0.07%"
"Apr 12, 2019","126.61","125.64","126.81","125.62","0.76%"
"Apr 11, 2019","125.66","125.16","125.78","125.05","0.40%"
"Apr 10, 2019","125.16","125.16","125.45","124.77","-0.01%"
"Apr 09, 2019","125.17","125.64","125.69","125.11","-0.29%"
"Apr 08, 2019","125.54","125.33","125.69","124.99","0.18%"
"Apr 05, 2019","125.32","125.31","125.55","125.20","0.02%"
"Apr 04, 2019","125.30","125.23","125.41","124.95","0.04%"
"Apr 03, 2019","125.25","124.71","125.47","124.60","0.41%"
"Apr 02, 2019","124.74","124.91","124.95","124.47","-0.10%"
"Apr 01, 2019","124.86","124.34","124.97","124.25","0.40%"
"Mar 29, 2019","124.36","124.15","124.67","124.12","0.10%"
"Mar 28, 2019","124.23","124.27","124.47","123.66","-0.02%"
"Mar 27, 2019","124.26","124.65","124.76","124.03","-0.30%"
"Mar 26, 2019","124.64","124.40","125.06","124.35","0.19%"
"Mar 25, 2019","124.40","124.40","124.85","123.89","0.02%"
"Mar 22, 2019","124.37","126.04","126.21","123.82","-1.32%"
"Mar 21, 2019","126.04","126.34","126.63","125.68","-0.24%"
"Mar 20, 2019","126.34","126.44","126.92","126.31","-0.08%"
"Mar 19, 2019","126.44","126.36","126.64","126.08","0.09%"
"Mar 18, 2019","126.32","126.19","126.71","126.09","0.06%"
"Mar 15, 2019","126.24","126.29","126.59","126.09","-0.03%"
"Mar 14, 2019","126.28","125.92","126.60","125.91","0.29%"
"Mar 13, 2019","125.91","125.70","126.06","125.44","0.16%"
"Mar 12, 2019","125.71","125.10","125.87","125.02","0.48%"
"Mar 11, 2019","125.11","124.92","125.25","124.48","0.13%"
"Mar 08, 2019","124.95","124.92","125.08","124.28","0.02%"
"Mar 07, 2019","124.92","126.37","126.49","124.66","-1.15%"
"Mar 06, 2019","126.37","126.52","126.65","126.17","-0.13%"
"Mar 05, 2019","126.53","126.71","126.98","126.34","-0.15%"
"Mar 04, 2019","126.72","127.30","127.47","126.42","-0.48%"
"Mar 01, 2019","127.33","126.69","127.61","126.56","0.53%"
"Feb 28, 2019","126.66","126.19","126.94","125.88","0.37%"
"Feb 27, 2019","126.19","125.95","126.38","125.50","0.13%"
"Feb 26, 2019","126.03","126.25","126.31","125.72","-0.10%"
"Feb 25, 2019","126.16","125.50","126.31","125.30","0.48%"
"Feb 22, 2019","125.56","125.50","125.83","125.36","0.05%"
"Feb 21, 2019","125.50","125.67","125.88","125.29","-0.14%"
"Feb 20, 2019","125.68","125.48","125.97","125.33","0.18%"
"Feb 19, 2019","125.46","125.11","125.58","124.73","0.27%"
"Feb 18, 2019","125.12","124.74","125.33","124.64","0.30%"
"Feb 15, 2019","124.75","124.79","124.97","124.21","-0.03%"
"Feb 14, 2019","124.79","125.02","125.47","124.72","-0.17%"
"Feb 13, 2019","125.00","125.14","125.56","124.97","-0.10%"
"Feb 12, 2019","125.13","124.48","125.30","124.40","0.54%"
"Feb 11, 2019","124.46","124.30","124.90","124.18","0.10%"
"Feb 08, 2019","124.33","124.61","124.73","124.16","-0.22%"
"Feb 07, 2019","124.61","124.95","125.12","124.33","-0.26%"
"Feb 06, 2019","124.94","125.53","125.58","124.81","-0.46%"
"Feb 05, 2019","125.52","125.70","125.90","125.26","-0.15%"
"Feb 04, 2019","125.71","125.44","125.98","125.33","0.22%"
"Feb 01, 2019","125.44","124.65","125.77","124.36","0.64%"
"Jan 31, 2019","124.64","125.16","125.31","124.47","-0.42%"
"Jan 30, 2019","125.16","125.06","125.50","124.88","0.08%"
"Jan 29, 2019","125.06","124.99","125.29","124.66","0.09%"
"Jan 28, 2019","124.95","124.94","125.08","124.59","-0.02%"
"Jan 25, 2019","124.97","123.98","125.36","123.76","0.81%"
"Jan 24, 2019","123.97","124.72","124.92","123.78","-0.61%"
"Jan 23, 2019","124.73","124.22","124.95","124.19","0.39%"
"Jan 22, 2019","124.24","124.64","124.84","124.01","-0.34%"
"Jan 21, 2019","124.66","124.77","125.19","124.51","-0.06%"
"Jan 18, 2019","124.74","124.51","125.01","124.21","0.22%"
"Jan 17, 2019","124.47","124.30","124.70","123.72","0.09%"
"Jan 16, 2019","124.36","124.06","124.44","123.53","0.27%"
"Jan 15, 2019","124.03","124.09","124.89","123.39","-0.09%"
"Jan 14, 2019","124.14","124.55","124.55","123.75","-0.29%"
"Jan 11, 2019","124.50","124.69","125.03","124.22","-0.15%"
"Jan 10, 2019","124.69","124.85","125.07","124.34","-0.12%"
"Jan 09, 2019","124.84","124.44","125.11","124.36","0.34%"
"Jan 08, 2019","124.42","124.77","124.89","124.11","-0.26%"
"Jan 07, 2019","124.75","123.69","124.83","123.42","0.87%"
"Jan 04, 2019","123.67","122.65","123.90","122.58","0.82%"
"Jan 03, 2019","122.67","123.53","123.62","118.93","-0.68%"
"Jan 02, 2019","123.51","125.79","125.85","123.49","-1.80%"
"Jan 01, 2019","125.78","125.64","126.64","125.28","0.07%"
"Dec 31, 2018","125.69","126.19","126.50","125.36","-0.40%"
"Dec 28, 2018","126.19","126.88","126.97","126.05","-0.55%"
"Dec 27, 2018","126.89","126.43","127.08","125.92","0.36%"
"Dec 26, 2018","126.43","125.32","126.49","125.13","0.89%"
"Dec 25, 2018","125.31","125.90","126.05","125.23","-0.48%"
"Dec 24, 2018","125.91","126.51","126.80","125.77","-0.46%"
"Dec 21, 2018","126.49","127.38","127.71","126.35","-0.70%"
"Dec 20, 2018","127.38","127.95","128.38","127.17","-0.46%"
"Dec 19, 2018","127.97","127.86","128.41","127.53","0.10%"
"Dec 18, 2018","127.84","128.03","128.12","127.62","-0.16%"
"Dec 17, 2018","128.04","128.26","128.61","127.84","-0.16%"
"Dec 14, 2018","128.24","129.10","129.25","127.97","-0.68%"
"Dec 13, 2018","129.12","128.81","129.28","128.71","0.26%"
"Dec 12, 2018","128.79","128.31","128.88","128.25","0.37%"
"Dec 11, 2018","128.31","128.68","128.99","128.13","-0.32%"
"Dec 10, 2018","128.72","128.25","128.95","128.10","0.35%"
"Dec 07, 2018","128.27","128.19","128.70","128.11","0.07%"
"Dec 06, 2018","128.18","128.44","128.49","127.66","-0.18%"
"Dec 05, 2018","128.41","127.92","128.50","127.75","0.35%"
"Dec 04, 2018","127.96","129.05","129.09","127.59","-0.85%"
"Dec 03, 2018","129.06","128.42","129.42","128.40","0.50%"
"Nov 30, 2018","128.42","129.29","129.36","128.41","-0.67%"
"Nov 29, 2018","129.29","129.24","129.34","128.65","0.05%"
"Nov 28, 2018","129.22","128.46","129.26","128.21","0.61%"
"Nov 27, 2018","128.44","128.67","128.85","128.33","-0.19%"
"Nov 26, 2018","128.68","128.13","128.93","127.91","0.45%"
"Nov 23, 2018","128.10","128.85","128.95","127.80","-0.58%"
"Nov 22, 2018","128.85","128.71","129.12","128.62","0.11%"
"Nov 21, 2018","128.71","128.23","129.09","128.08","0.38%"
"Nov 20, 2018","128.22","128.91","129.03","127.94","-0.54%"
"Nov 19, 2018","128.91","128.86","129.10","128.45","0.04%"
"Nov 16, 2018","128.86","128.74","128.94","128.11","0.10%"
"Nov 15, 2018","128.73","128.50","129.09","127.76","0.17%"
"Nov 14, 2018","128.51","128.51","129.26","128.13","0.00%"
"Nov 13, 2018","128.51","127.71","128.78","127.48","0.63%"
"Nov 12, 2018","127.70","128.99","129.20","127.61","-1.03%"
"Nov 09, 2018","129.03","129.62","129.68","128.72","-0.46%"
"Nov 08, 2018","129.62","129.68","130.13","129.37","-0.07%"
"Nov 07, 2018","129.71","129.63","130.18","129.37","0.07%"
"Nov 06, 2018","129.62","129.13","129.69","128.85","0.39%"
"Nov 05, 2018","129.12","128.93","129.34","128.64","0.16%"
"Nov 02, 2018","128.91","128.58","129.36","128.37","0.25%"
"Nov 01, 2018","128.59","127.75","128.79","127.61","0.66%"
"Oct 31, 2018","127.75","128.35","128.57","127.62","-0.43%"
"Oct 30, 2018","128.30","127.78","128.44","127.69","0.39%"
"Oct 29, 2018","127.80","127.65","128.26","127.22","0.13%"
"Oct 26, 2018","127.63","127.88","127.94","126.62","-0.20%"
"Oct 25, 2018","127.88","127.89","128.47","127.47","0.00%"
"Oct 24, 2018","127.88","128.99","129.24","127.75","-0.87%"
"Oct 23, 2018","129.00","129.34","129.41","128.19","-0.27%"
"Oct 22, 2018","129.35","129.53","130.25","129.21","-0.19%"
"Oct 19, 2018","129.59","128.47","129.71","128.40","0.85%"
"Oct 18, 2018","128.50","129.54","129.76","128.30","-0.82%"
"Oct 17, 2018","129.56","129.94","130.18","129.15","-0.28%"
"Oct 16, 2018","129.93","129.42","130.31","129.40","0.39%"
"Oct 15, 2018","129.42","129.67","129.83","129.13","-0.25%"
"Oct 12, 2018","129.74","130.05","130.52","129.34","-0.23%"
"Oct 11, 2018","130.04","129.32","130.21","129.16","0.54%"
"Oct 10, 2018","129.34","129.80","130.52","129.29","-0.35%"
"Oct 09, 2018","129.79","130.13","130.25","129.31","-0.26%"
"Oct 08, 2018","130.13","130.99","131.27","129.49","-0.71%"
"Oct 05, 2018","131.06","131.18","131.41","130.59","-0.09%"
"Oct 04, 2018","131.18","131.44","131.59","130.72","-0.21%"
"Oct 03, 2018","131.46","131.24","131.99","130.95","0.15%"
"Oct 02, 2018","131.26","131.91","132.03","130.71","-0.49%"
"Oct 01, 2018","131.90","131.99","132.50","131.72","-0.07%"
"Sep 28, 2018","131.99","131.97","132.33","131.14","0.00%"
"Sep 27, 2018","131.99","132.34","132.71","131.56","-0.26%"
"Sep 26, 2018","132.34","133.00","133.12","132.19","-0.50%"
"Sep 25, 2018","133.00","132.50","133.12","132.34","0.36%"
"Sep 24, 2018","132.52","132.30","133.09","131.90","0.18%"
"Sep 21, 2018","132.28","132.47","133.15","132.12","-0.15%"
"Sep 20, 2018","132.48","131.05","132.53","130.87","1.08%"
"Sep 19, 2018","131.07","131.07","131.70","130.76","-0.02%"
"Sep 18, 2018","131.10","130.69","131.53","130.29","0.32%"
"Sep 17, 2018","130.68","130.24","131.06","130.07","0.28%"
"Sep 14, 2018","130.32","130.85","131.15","130.16","-0.40%"
"Sep 13, 2018","130.84","129.35","130.97","129.23","1.14%"
"Sep 12, 2018","129.36","129.54","129.85","128.91","-0.16%"
"Sep 11, 2018","129.57","128.84","129.84","128.75","0.57%"
"Sep 10, 2018","128.84","128.29","129.10","127.86","0.41%"
"Sep 07, 2018","128.32","128.75","129.16","128.03","-0.31%"
"Sep 06, 2018","128.72","129.72","129.84","128.48","-0.76%"
"Sep 05, 2018","129.71","129.07","129.98","128.59","0.48%"
"Sep 04, 2018","129.09","129.12","129.21","128.30","-0.02%"
"Sep 03, 2018","129.12","128.81","129.16","128.54","0.19%"
"Aug 31, 2018","128.87","129.53","129.88","128.56","-0.51%"
"Aug 30, 2018","129.53","130.72","130.88","129.37","-0.93%"
"Aug 29, 2018","130.75","130.04","130.88","129.56","0.55%"
"Aug 28, 2018","130.04","129.74","130.31","129.61","0.25%"
"Aug 27, 2018","129.72","129.38","129.84","128.76","0.33%"
"Aug 24, 2018","129.29","128.42","129.47","128.32","0.67%"
"Aug 23, 2018","128.43","128.19","128.77","127.89","0.17%"
"Aug 22, 2018","128.21","127.61","128.30","127.30","0.45%"
"Aug 21, 2018","127.63","126.39","128.09","126.27","0.99%"
"Aug 20, 2018","126.38","126.44","126.53","126.06","-0.01%"
"Aug 17, 2018","126.39","126.16","126.61","125.55","0.17%"
"Aug 16, 2018","126.17","125.64","126.52","125.28","0.42%"
"Aug 15, 2018","125.64","126.09","126.40","124.88","-0.36%"
"Aug 14, 2018","126.09","126.34","127.02","125.79","-0.19%"
"Aug 13, 2018","126.33","126.36","126.81","125.14","-0.21%"
"Aug 10, 2018","126.59","128.06","128.13","125.97","-1.14%"
"Aug 09, 2018","128.05","128.87","129.03","128.01","-0.64%"
"Aug 08, 2018","128.87","129.19","129.47","128.51","-0.26%"
"Aug 07, 2018","129.20","128.74","129.26","128.58","0.38%"
"Aug 06, 2018","128.71","128.73","128.89","128.47","0.00%"
"Aug 03, 2018","128.71","129.32","129.54","128.62","-0.49%"
"Aug 02, 2018","129.34","130.26","130.34","129.24","-0.71%"
"Aug 01, 2018","130.27","130.82","131.13","130.02","-0.41%"
"Jul 31, 2018","130.80","130.03","131.15","129.71","0.61%"
"Jul 30, 2018","130.01","129.49","130.10","129.28","0.43%"
"Jul 27, 2018","129.45","129.49","129.56","129.08","-0.04%"
"Jul 26, 2018","129.50","130.16","130.31","129.44","-0.51%"
"Jul 25, 2018","130.16","129.92","130.27","129.36","0.17%"
"Jul 24, 2018","129.94","130.18","130.41","129.72","-0.18%"
"Jul 23, 2018","130.18","130.66","130.88","129.86","-0.30%"
"Jul 20, 2018","130.57","130.94","131.25","130.53","-0.28%"
"Jul 19, 2018","130.94","131.34","131.51","130.71","-0.32%"
"Jul 18, 2018","131.36","131.64","131.80","130.86","-0.21%"
"Jul 17, 2018","131.64","131.51","132.02","131.42","0.11%"
"Jul 16, 2018","131.50","131.13","131.73","131.07","0.14%"
"Jul 13, 2018","131.31","131.38","131.54","130.76","-0.07%"
"Jul 12, 2018","131.40","130.76","131.50","130.63","0.48%"
"Jul 11, 2018","130.77","130.34","130.99","129.91","0.32%"
"Jul 10, 2018","130.35","130.27","130.78","130.08","0.07%"
"Jul 09, 2018","130.26","129.80","130.28","129.54","0.39%"
"Jul 06, 2018","129.75","129.31","130.00","129.21","0.32%"
"Jul 05, 2018","129.33","128.76","129.66","128.57","0.43%"
"Jul 04, 2018","128.78","128.94","129.04","128.47","-0.11%"
"Jul 03, 2018","128.92","129.10","129.59","128.70","-0.12%"
"Jul 02, 2018","129.07","128.97","129.51","128.37","-0.20%"
"Jun 29, 2018","129.33","127.83","129.51","127.67","1.17%"
"Jun 28, 2018","127.83","127.41","127.96","127.14","0.35%"
"Jun 27, 2018","127.39","128.18","128.37","127.25","-0.62%"
"Jun 26, 2018","128.19","128.47","128.53","127.78","-0.23%"
"Jun 25, 2018","128.48","128.26","128.85","127.26","0.23%"
"Jun 22, 2018","128.19","127.61","128.62","127.48","0.44%"
"Jun 21, 2018","127.63","127.71","128.07","127.00","-0.05%"
"Jun 20, 2018","127.70","127.54","127.95","127.09","0.12%"
"Jun 19, 2018","127.55","128.51","128.62","126.63","-0.73%"
"Jun 18, 2018","128.49","128.47","128.52","127.79","0.01%"
"Jun 15, 2018","128.48","127.98","128.54","127.69","0.39%"
"Jun 14, 2018","127.98","130.09","130.38","127.89","-1.63%"
"Jun 13, 2018","130.10","129.65","130.38","129.59","0.35%"
"Jun 12, 2018","129.64","129.67","130.32","129.50","-0.02%"
"Jun 11, 2018","129.66","128.88","130.07","128.59","0.58%"
"Jun 08, 2018","128.91","129.46","129.76","128.12","-0.41%"
"Jun 07, 2018","129.44","129.73","130.31","129.30","-0.22%"
"Jun 06, 2018","129.72","128.66","129.84","128.57","0.82%"
"Jun 05, 2018","128.66","128.46","128.73","127.76","0.15%"
"Jun 04, 2018","128.47","127.70","128.69","127.58","0.58%"
"Jun 01, 2018","127.73","127.22","128.16","127.08","0.39%"
"May 31, 2018","127.23","127.02","127.75","126.31","0.17%"
"May 30, 2018","127.02","125.50","127.33","124.95","1.20%"
"May 29, 2018","125.52","127.20","127.31","124.61","-1.31%"
"May 28, 2018","127.19","127.44","128.54","126.83","-0.22%"
"May 25, 2018","127.47","128.05","128.57","127.13","-0.45%"
"May 24, 2018","128.04","128.76","128.89","127.71","-0.55%"
"May 23, 2018","128.75","130.60","130.72","128.20","-1.43%"
"May 22, 2018","130.62","130.95","131.38","130.57","-0.25%"
"May 21, 2018","130.95","130.40","131.03","130.24","0.39%"
"May 18, 2018","130.44","130.66","131.16","130.22","-0.16%"
"May 17, 2018","130.65","130.37","130.87","130.20","0.24%"
"May 16, 2018","130.34","130.62","130.69","129.47","-0.21%"
"May 15, 2018","130.62","130.78","131.15","130.40","-0.13%"
"May 14, 2018","130.79","130.69","131.41","130.51","0.10%"
"May 11, 2018","130.66","130.37","130.72","129.99","0.25%"
"May 10, 2018","130.34","130.08","130.80","129.98","0.22%"
"May 09, 2018","130.05","129.44","130.49","129.31","0.45%"
"May 08, 2018","129.47","130.06","130.16","129.22","-0.45%"
"May 07, 2018","130.06","130.44","130.66","129.94","-0.34%"
"May 04, 2018","130.51","130.91","130.98","129.88","-0.31%"
"May 03, 2018","130.91","131.28","131.69","130.25","-0.28%"
"May 02, 2018","131.28","131.76","132.10","131.19","-0.36%"
"May 01, 2018","131.76","132.06","132.12","131.51","-0.23%"
"Apr 30, 2018","132.06","132.16","132.56","131.85","-0.16%"
"Apr 27, 2018","132.27","132.31","132.43","131.86","-0.02%"
"Apr 26, 2018","132.29","133.07","133.28","132.27","-0.59%"
"Apr 25, 2018","133.07","133.11","133.37","132.91","-0.04%"
"Apr 24, 2018","133.12","132.71","133.52","132.60","0.30%"
"Apr 23, 2018","132.72","132.31","132.81","132.09","0.32%"
"Apr 20, 2018","132.30","132.57","133.00","132.03","-0.20%"
"Apr 19, 2018","132.57","132.69","133.13","132.35","-0.09%"
"Apr 18, 2018","132.69","132.38","132.93","132.31","0.24%"
"Apr 17, 2018","132.37","132.60","132.79","132.08","-0.18%"
"Apr 16, 2018","132.61","132.31","132.99","132.11","0.18%"
"Apr 13, 2018","132.37","132.31","132.93","132.15","0.05%"
"Apr 12, 2018","132.31","132.08","132.37","131.80","0.18%"
"Apr 11, 2018","132.07","132.47","132.63","132.00","-0.29%"
"Apr 10, 2018","132.46","131.56","132.66","131.43","0.70%"
"Apr 09, 2018","131.54","131.27","132.02","131.09","0.15%"
"Apr 06, 2018","131.34","131.44","131.66","131.09","-0.08%"
"Apr 05, 2018","131.44","131.10","131.53","131.04","0.26%"
"Apr 04, 2018","131.10","130.81","131.22","130.21","0.22%"
"Apr 03, 2018","130.81","130.27","130.92","129.97","0.41%"
"Apr 02, 2018","130.27","131.00","131.33","129.98","-0.53%"
"Mar 30, 2018","130.96","130.91","131.12","130.60","0.03%"
"Mar 29, 2018","130.92","131.53","131.63","130.60","-0.45%"
"Mar 28, 2018","131.51","130.65","131.76","130.60","0.65%"
"Mar 27, 2018","130.66","131.18","131.84","130.59","-0.38%"
"Mar 26, 2018","131.16","129.37","131.38","129.12","1.38%"
"Mar 23, 2018","129.38","129.53","130.01","128.94","-0.10%"
"Mar 22, 2018","129.51","130.84","131.04","129.49","-1.02%"
"Mar 21, 2018","130.85","130.43","131.09","130.20","0.33%"
"Mar 20, 2018","130.42","130.86","131.72","130.32","-0.34%"
"Mar 19, 2018","130.87","130.35","131.09","129.61","0.48%"
"Mar 16, 2018","130.25","130.85","130.94","130.06","-0.46%"
"Mar 15, 2018","130.85","131.47","131.56","130.53","-0.49%"
"Mar 14, 2018","131.49","132.05","132.30","131.01","-0.42%"
"Mar 13, 2018","132.05","131.26","132.46","131.11","0.60%"
"Mar 12, 2018","131.26","131.49","131.73","130.97","-0.13%"
"Mar 09, 2018","131.43","130.78","131.93","130.70","0.51%"
"Mar 08, 2018","130.76","131.67","132.00","130.50","-0.68%"
"Mar 07, 2018","131.65","131.64","131.79","130.91","0.01%"
"Mar 06, 2018","131.64","131.01","132.05","130.59","0.48%"
"Mar 05, 2018","131.01","130.35","131.03","129.34","0.58%"
"Mar 02, 2018","130.26","130.32","130.46","129.54","-0.05%"
"Mar 01, 2018","130.33","130.08","130.79","129.75","0.19%"
"Feb 28, 2018","130.08","131.30","131.55","130.04","-0.93%"
"Feb 27, 2018","131.30","131.72","132.22","131.26","-0.32%"
"Feb 26, 2018","131.72","131.46","131.94","131.06","0.24%"
"Feb 23, 2018","131.40","131.60","131.84","130.88","-0.17%"
"Feb 22, 2018","131.63","132.38","132.44","131.28","-0.57%"
"Feb 21, 2018","132.39","132.44","133.09","132.25","-0.03%"
"Feb 20, 2018","132.43","132.29","132.53","132.11","0.13%"
"Feb 19, 2018","132.26","131.93","132.38","131.78","0.28%"
"Feb 16, 2018","131.89","132.74","133.14","131.82","-0.63%"
"Feb 15, 2018","132.72","133.22","133.34","132.49","-0.38%"
"Feb 14, 2018","133.23","133.20","133.43","131.58","0.03%"
"Feb 13, 2018","133.19","133.56","133.81","132.50","-0.28%"
"Feb 12, 2018","133.56","133.31","133.68","132.87","0.34%"
"Feb 09, 2018","133.11","133.19","134.19","131.97","-0.05%"
"Feb 08, 2018","133.18","134.07","134.81","132.92","-0.68%"
"Feb 07, 2018","134.09","135.61","135.87","133.82","-1.12%"
"Feb 06, 2018","135.61","134.90","135.81","133.96","0.50%"
"Feb 05, 2018","134.94","137.21","137.22","134.88","-1.65%"
"Feb 02, 2018","137.21","136.87","137.53","136.66","0.25%"
"Feb 01, 2018","136.87","135.63","137.00","135.44","0.91%"
"Jan 31, 2018","135.64","134.89","136.08","134.83","0.55%"
"Jan 30, 2018","134.90","134.93","135.23","134.14","-0.01%"
"Jan 29, 2018","134.91","134.99","135.35","134.29","-0.09%"
"Jan 26, 2018","135.03","135.63","136.18","134.56","-0.44%"
"Jan 25, 2018","135.63","135.51","136.29","135.00","0.07%"
"Jan 24, 2018","135.53","135.66","135.72","134.92","-0.10%"
"Jan 23, 2018","135.67","136.01","136.23","135.18","-0.25%"
"Jan 22, 2018","136.01","135.89","136.17","135.34","0.47%"
"Jan 19, 2018","135.38","135.97","136.07","135.18","-0.44%"
"Jan 18, 2018","135.98","135.63","136.34","135.45","0.28%"
"Jan 17, 2018","135.60","135.42","136.02","135.13","0.13%"
"Jan 16, 2018","135.43","135.56","136.15","134.97","-0.10%"
"Jan 15, 2018","135.56","135.44","136.01","135.01","0.18%"
"Jan 12, 2018","135.32","133.87","135.41","133.81","1.09%"
"Jan 11, 2018","133.86","133.12","134.39","133.04","0.55%"
"Jan 10, 2018","133.13","134.48","134.58","133.08","-1.00%"
"Jan 09, 2018","134.48","135.35","135.50","134.05","-0.64%"
"Jan 08, 2018","135.34","136.04","136.35","135.13","-0.51%"
"Jan 05, 2018","136.03","136.07","136.78","136.00","-0.02%"
"Jan 04, 2018","136.06","135.16","136.38","135.09","0.65%"
"Jan 03, 2018","135.18","135.41","135.56","134.81","-0.18%"
"Jan 02, 2018","135.42","135.33","135.67","134.93","0.09%"
"Jan 01, 2018","135.30","135.26","135.33","135.16","0.07%"
"Dec 29, 2017","135.20","134.81","135.56","134.52","0.28%"
